# GEO_10DAY_AE9 test orbit
# System: SPH
# Units: Re
# Data Delimiter: Comma
# Time format: MJD
# MJD,X,Y,Z
5.702933333333e+04,6.617932571201e+00,9.000000000000e+01,2.221491524852e-04
5.702937500000e+04,6.617932571201e+00,9.000000000000e+01,2.236107429198e-04
5.702941666667e+04,6.617932571201e+00,9.000000000000e+01,2.250723350750e-04
5.702945833333e+04,6.617932571201e+00,9.000000000000e+01,2.265339265630e-04
5.702950000000e+04,6.617932571201e+00,9.000000000000e+01,2.279955183030e-04
5.702954166667e+04,6.617932571201e+00,9.000000000000e+01,2.294571093873e-04
5.702958333333e+04,6.617932571201e+00,9.000000000000e+01,2.309187016367e-04
5.702962500000e+04,6.617932571201e+00,9.000000000000e+01,2.323802930748e-04
5.702966666667e+04,6.617932571201e+00,9.000000000000e+01,2.338418847647e-04
5.702970833333e+04,6.617932571201e+00,9.000000000000e+01,2.353034756975e-04
5.702975000000e+04,6.617932571201e+00,9.000000000000e+01,2.367650678236e-04
5.702979166667e+04,6.617932571201e+00,9.000000000000e+01,2.382266595500e-04
5.702983333333e+04,6.617932571201e+00,9.000000000000e+01,2.396882510881e-04
5.702987500000e+04,6.617932571201e+00,9.000000000000e+01,2.411498428107e-04
5.702991666667e+04,6.617932571201e+00,9.000000000000e+01,2.426114349351e-04
5.702995833333e+04,6.617932571201e+00,9.000000000000e+01,2.440730264749e-04
5.703000000000e+04,6.617932571201e+00,9.000000000000e+01,2.455346182054e-04
5.703004166667e+04,6.617932571201e+00,9.000000000000e+01,2.469962103356e-04
5.703008333333e+04,6.617932571201e+00,9.000000000000e+01,2.484578018852e-04
5.703012500000e+04,6.617932571201e+00,9.000000000000e+01,2.499193923236e-04
5.703016666667e+04,6.617932571201e+00,9.000000000000e+01,2.513809840386e-04
5.703020833333e+04,6.617932571201e+00,9.000000000000e+01,2.528425755675e-04
5.703025000000e+04,6.617932571201e+00,9.000000000000e+01,2.543041677164e-04
5.703029166667e+04,6.617932571201e+00,9.000000000000e+01,2.557657581568e-04
5.703033333333e+04,6.617932571201e+00,9.000000000000e+01,2.572273509752e-04
5.703037500000e+04,6.617932571201e+00,9.000000000000e+01,2.586889418250e-04
5.703041666667e+04,6.617932571201e+00,9.000000000000e+01,2.601505335265e-04
5.703045833333e+04,6.617932571201e+00,9.000000000000e+01,2.616121250660e-04
5.703050000000e+04,6.617932571201e+00,9.000000000000e+01,2.630737168064e-04
5.703054166667e+04,6.617932571201e+00,9.000000000000e+01,2.645353084964e-04
5.703058333333e+04,6.617932571201e+00,9.000000000000e+01,2.659969004381e-04
5.703062500000e+04,6.617932571201e+00,9.000000000000e+01,2.674584921838e-04
5.703066666667e+04,6.617932571201e+00,9.000000000000e+01,2.689200832663e-04
5.703070833333e+04,6.617932571201e+00,9.000000000000e+01,2.703816758569e-04
5.703075000000e+04,6.617932571201e+00,9.000000000000e+01,2.718432675824e-04
5.703079166667e+04,6.617932571201e+00,9.000000000000e+01,2.733048593011e-04
5.703083333333e+04,6.617932571201e+00,9.000000000000e+01,2.747664512468e-04
5.703087500000e+04,6.617932571201e+00,9.000000000000e+01,2.762280429694e-04
5.703091666667e+04,6.617932571201e+00,9.000000000000e+01,2.776896334117e-04
5.703095833333e+04,6.617932571201e+00,9.000000000000e+01,2.791512253588e-04
5.703100000000e+04,6.617932571201e+00,9.000000000000e+01,2.806128170742e-04
5.703104166667e+04,6.617932571201e+00,9.000000000000e+01,2.820744075184e-04
5.703108333333e+04,6.617932571201e+00,9.000000000000e+01,2.835360007405e-04
5.703112500000e+04,6.617932571201e+00,9.000000000000e+01,2.849975911828e-04
5.703116666667e+04,6.617932571201e+00,9.000000000000e+01,2.864591829266e-04
5.703120833333e+04,6.617932571201e+00,9.000000000000e+01,2.879207740446e-04
5.703125000000e+04,6.617932571201e+00,9.000000000000e+01,2.893823665756e-04
5.703129166667e+04,6.617932571201e+00,9.000000000000e+01,2.908439583194e-04
5.703133333333e+04,6.617932571201e+00,9.000000000000e+01,2.923055494191e-04
5.703137500000e+04,6.617932571201e+00,9.000000000000e+01,2.937671411610e-04
5.703141666667e+04,6.617932571201e+00,9.000000000000e+01,2.952287336968e-04
5.703145833333e+04,6.617932571201e+00,9.000000000000e+01,2.966903248403e-04
5.703150000000e+04,6.617932571201e+00,9.000000000000e+01,2.981519159232e-04
5.703154166667e+04,6.617932571201e+00,9.000000000000e+01,2.996135084744e-04
5.703158333333e+04,6.617932571201e+00,9.000000000000e+01,3.010750996088e-04
5.703162500000e+04,6.617932571201e+00,9.000000000000e+01,3.025366912968e-04
5.703166666667e+04,6.617932571201e+00,9.000000000000e+01,3.039982823754e-04
5.703170833333e+04,6.617932571201e+00,9.000000000000e+01,3.054598743306e-04
5.703175000000e+04,6.617932571201e+00,9.000000000000e+01,3.069214660533e-04
5.703179166667e+04,6.617932571201e+00,9.000000000000e+01,3.083830565033e-04
5.703183333333e+04,6.617932571201e+00,9.000000000000e+01,3.098446497254e-04
5.703187500000e+04,6.617932571201e+00,9.000000000000e+01,3.113062401600e-04
5.703191666667e+04,6.617932571201e+00,9.000000000000e+01,3.127678318903e-04
5.703195833333e+04,6.617932571201e+00,9.000000000000e+01,3.142294238499e-04
5.703200000000e+04,6.617932571201e+00,9.000000000000e+01,3.156910155547e-04
5.703204166667e+04,6.617932571201e+00,9.000000000000e+01,3.171526072696e-04
5.703208333333e+04,6.617932571201e+00,9.000000000000e+01,3.186141992153e-04
5.703212500000e+04,6.617932571201e+00,9.000000000000e+01,3.200757909610e-04
5.703216666667e+04,6.617932571201e+00,9.000000000000e+01,3.215373826721e-04
5.703220833333e+04,6.617932571201e+00,9.000000000000e+01,3.229989746076e-04
5.703225000000e+04,6.617932571201e+00,9.000000000000e+01,3.244605663288e-04
5.703229166667e+04,6.617932571201e+00,9.000000000000e+01,3.259221580629e-04
5.703233333333e+04,6.617932571201e+00,9.000000000000e+01,3.273837500047e-04
5.703237500000e+04,6.617932571201e+00,9.000000000000e+01,3.288453417273e-04
5.703241666667e+04,6.617932571201e+00,9.000000000000e+01,3.303069322139e-04
5.703245833333e+04,6.617932571201e+00,9.000000000000e+01,3.317685232925e-04
5.703250000000e+04,6.617932571201e+00,9.000000000000e+01,3.332301157956e-04
5.703254166667e+04,6.617932571201e+00,9.000000000000e+01,3.346917069300e-04
5.703258333333e+04,6.617932571201e+00,9.000000000000e+01,3.361532987295e-04
5.703262500000e+04,6.617932571201e+00,9.000000000000e+01,3.376148897447e-04
5.703266666667e+04,6.617932571201e+00,9.000000000000e+01,3.390764823036e-04
5.703270833333e+04,6.617932571201e+00,9.000000000000e+01,3.405380728036e-04
5.703275000000e+04,6.617932571201e+00,9.000000000000e+01,3.419996645243e-04
5.703279166667e+04,6.617932571201e+00,9.000000000000e+01,3.434612570620e-04
5.703283333333e+04,6.617932571201e+00,9.000000000000e+01,3.449228481887e-04
5.703287500000e+04,6.617932571201e+00,9.000000000000e+01,3.463844399075e-04
5.703291666667e+04,6.617932571201e+00,9.000000000000e+01,3.478460320473e-04
5.703295833333e+04,6.617932571201e+00,9.000000000000e+01,3.493076235854e-04
5.703300000000e+04,6.617932571201e+00,9.000000000000e+01,3.507692153214e-04
